image_name,barn,beach,bedroom,castle,classroom,desert,kitchen,library,mountain,river
sourcetest/barn/00000487.jpg,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000522.jpg,0.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000566.jpg,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000578.jpg,0.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000643.jpg,0.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000652.jpg,0.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000682.jpg,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000741.jpg,0.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000747.jpg,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000855.jpg,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000863.jpg,0.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000878.jpg,0.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000672.jpg,0.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000702.jpg,0.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000821.jpg,0.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000876.jpg,0.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000950.jpg,0.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000977.jpg,0.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000999.jpg,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001043.jpg,0.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001092.jpg,0.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001107.jpg,0.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001178.jpg,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001183.jpg,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001186.jpg,0.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001214.jpg,0.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001224.jpg,0.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001237.jpg,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000988.jpg,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001036.jpg,0.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001079.jpg,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001105.jpg,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001146.jpg,0.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001209.jpg,0.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000311.jpg,0.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000625.jpg,0.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00000931.jpg,0.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001230.jpg,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001547.jpg,0.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001863.jpg,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002157.jpg,0.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002500.jpg,0.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002775.jpg,0.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003115.jpg,0.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003428.jpg,0.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003731.jpg,0.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004013.jpg,0.943,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004332.jpg,0.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004633.jpg,0.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001314.jpg,0.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001439.jpg,0.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001481.jpg,0.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001521.jpg,0.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001529.jpg,0.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001256.jpg,0.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001419.jpg,0.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001459.jpg,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001508.jpg,0.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001559.jpg,0.838,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001566.jpg,0.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001577.jpg,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001582.jpg,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001605.jpg,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001678.jpg,0.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001731.jpg,0.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001761.jpg,0.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001782.jpg,0.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001573.jpg,0.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001600.jpg,0.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001641.jpg,0.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001693.jpg,0.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001739.jpg,0.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001888.jpg,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001953.jpg,0.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001962.jpg,0.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002051.jpg,0.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002120.jpg,0.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001923.jpg,0.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00001958.jpg,0.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002024.jpg,0.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002074.jpg,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002218.jpg,0.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002220.jpg,0.632,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002268.jpg,0.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002344.jpg,0.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002460.jpg,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002236.jpg,0.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002330.jpg,0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002390.jpg,0.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002504.jpg,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002513.jpg,0.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002521.jpg,0.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002556.jpg,0.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002563.jpg,0.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002652.jpg,0.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002653.jpg,0.753,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002517.jpg,0.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002537.jpg,0.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002575.jpg,0.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002821.jpg,0.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002840.jpg,0.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002887.jpg,0.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002916.jpg,0.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003030.jpg,0.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003045.jpg,0.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003047.jpg,0.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002826.jpg,0.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002855.jpg,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002909.jpg,0.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00002977.jpg,0.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002
sourcetest/barn/00003040.jpg,0.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003131.jpg,0.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003239.jpg,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003306.jpg,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003311.jpg,0.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003318.jpg,0.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003339.jpg,0.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003377.jpg,0.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003145.jpg,0.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003261.jpg,0.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003320.jpg,0.853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003511.jpg,0.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003581.jpg,0.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003669.jpg,0.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003571.jpg,0.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003753.jpg,0.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003763.jpg,0.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003765.jpg,0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003766.jpg,0.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003842.jpg,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003935.jpg,0.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003976.jpg,0.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003799.jpg,0.885,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003920.jpg,0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00003959.jpg,0.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004034.jpg,0.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004035.jpg,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004105.jpg,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004106.jpg,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004108.jpg,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004110.jpg,0.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004131.jpg,0.961,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004185.jpg,0.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004219.jpg,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004281.jpg,0.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004308.jpg,0.747,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004076.jpg,0.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004121.jpg,0.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004179.jpg,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004207.jpg,0.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004243.jpg,0.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004300.jpg,0.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004355.jpg,0.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004389.jpg,0.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004411.jpg,0.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004448.jpg,0.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004508.jpg,0.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004590.jpg,0.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004376.jpg,0.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004410.jpg,0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004427.jpg,0.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004481.jpg,0.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
sourcetest/barn/00004558.jpg,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004660.jpg,0.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004669.jpg,0.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004756.jpg,0.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004852.jpg,0.894,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004702.jpg,0.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004760.jpg,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004928.jpg,0.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004959.jpg,0.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004944.jpg,0.987,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/barn/00004994.jpg,0.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000014.jpg,0.000,0.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
sourcetest/beach/00000020.jpg,0.000,0.248,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.026
sourcetest/beach/00000038.jpg,0.000,0.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023
sourcetest/beach/00000051.jpg,0.000,0.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000076.jpg,0.000,0.619,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.006
sourcetest/beach/00000085.jpg,0.000,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
sourcetest/beach/00000106.jpg,0.000,0.903,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001
sourcetest/beach/00000136.jpg,0.000,0.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002
sourcetest/beach/00000138.jpg,0.000,0.760,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.001
sourcetest/beach/00000144.jpg,0.000,0.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000145.jpg,0.000,0.767,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001
sourcetest/beach/00000146.jpg,0.000,0.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000173.jpg,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000202.jpg,0.000,0.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000257.jpg,0.000,0.830,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.003
sourcetest/beach/00000262.jpg,0.000,0.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005
sourcetest/beach/00000319.jpg,0.000,0.700,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.007
sourcetest/beach/00000335.jpg,0.000,0.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
sourcetest/beach/00000383.jpg,0.000,0.940,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.001
sourcetest/beach/00000491.jpg,0.000,0.832,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000
sourcetest/beach/00000509.jpg,0.000,0.891,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002
sourcetest/beach/00000529.jpg,0.000,0.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003
sourcetest/beach/00000536.jpg,0.000,0.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000556.jpg,0.000,0.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
sourcetest/beach/00000559.jpg,0.000,0.715,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000
sourcetest/beach/00000568.jpg,0.000,0.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002
sourcetest/beach/00000622.jpg,0.000,0.723,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000
sourcetest/beach/00000635.jpg,0.000,0.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000638.jpg,0.000,0.877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000644.jpg,0.000,0.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000647.jpg,0.000,0.893,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001
sourcetest/beach/00000670.jpg,0.000,0.782,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.000
sourcetest/beach/00000685.jpg,0.000,0.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002
sourcetest/beach/00000686.jpg,0.000,0.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001
sourcetest/beach/00000762.jpg,0.000,0.715,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002
sourcetest/beach/00000783.jpg,0.000,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002
sourcetest/beach/00000790.jpg,0.000,0.197,0.000,0.000,0.000,0.019,0.000,0.000,0.001,0.001
sourcetest/beach/00000805.jpg,0.000,0.702,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.003
sourcetest/beach/00000888.jpg,0.000,0.905,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000932.jpg,0.000,0.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00000938.jpg,0.000,0.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sourcetest/beach/00001016.jpg,0.000,0.669,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.004
sourcetest/beach/00001030.jpg,0.000,0.819,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.008
sourcetest/beach/00001041.jpg,0.000,0.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
